"European Monetary Union","20120118 10:00:00","Construction Output w.d.a (YoY)","0.2%","","-2.8%","1"
"Switzerland","20120118 10:00:00","ZEW Survey - Expectations","-50.1","","-72.0","2"
"South Africa","20120118 11:00:00","Retail Sales (YoY)","6.8%","","5.7%","1"
"United States","20120118 12:00:00","MBA Mortgage Applications","23.1%","","4.5%","1"
"Poland","20120118 13:00:00","Corporate Sector Wages","4.4%","","4.4%","1"
"United States","20120118 13:30:00","Producer Price Index (YoY)","4.8%","5.1%","5.7%","2"
"United States","20120118 13:30:00","Producer Price Index (MoM)","-0.1%","0.1%","0.3%","1"
"United States","20120118 13:30:00","Producer Price Index ex Food & Energy (MoM)","0.3%","0.1%","0.1%","1"
"United States","20120118 13:30:00","Producer Price Index ex Food & Energy (YoY)","3.0%","2.8%","2.9%","2"
"United States","20120118 14:00:00","Total Net TIC Flows","$48.6B","","$-39.6B","1"
"United States","20120118 14:00:00","Net Long-Term TIC Flows","$59.8B","$27.3B","$8.3B","1"
"United States","20120118 14:15:00","Industrial Production (MoM)","0.4%","0.5%","-0.3%","2"
"United States","20120118 14:15:00","Capacity Utilization","78.1%","78.3%","77.8%","1"
"United States","20120118 15:00:00","NAHB Housing Market Index","25","22","21","1"
"Canada","20120118 15:30:00","Bank of Canada Monetary Policy Report","","","","3"
"New Zealand","20120118 21:45:00","Consumer Price Index (QoQ)","","0.4%","0.4%","2"
"Australia","20120119 00:00:00","Consumer Inflation Expectation","","","2.4%","2"
"Russia","20120119 00:00:00","Unemployment Rate","","","6.3%","1"
"Australia","20120119 00:30:00","RBA Foreign Exchange Transaction","","","401M","1"
"Australia","20120119 00:30:00","Unemployment Rate s.a.","","5.3%","5.3%","3"
"Australia","20120119 00:30:00","Employment Change s.a.","","10.3K","-6.3K","3"
"Netherlands","20120119 08:30:00","Consumer Confidence Adj","","","-37","1"
"Netherlands","20120119 08:30:00","Unemployment Rate s.a (3M)","","","5.8%","1"
"European Monetary Union","20120119 09:00:00","Current Account s.a","","€0.5B","€-7.5B","1"
"European Monetary Union","20120119 09:00:00","Current Account n.s.a","","","€1.7B","1"
"European Monetary Union","20120119 09:00:00","ECB Monthly Report","","","","3"
"Austria","20120119 09:00:00","Producer Price Index (MoM)","","","-0.1","1"
"Austria","20120119 09:00:00","Producer Price Index (YoY)","","","3.4","1"
"Ireland","20120119 11:00:00","Consumer Price Index (MoM)","","","0%","1"
"Ireland","20120119 11:00:00","Consumer Price Index (YoY)","","","2.9%","1"
"Ireland","20120119 11:00:00","HICP (MoM)","","","0%","1"
"Ireland","20120119 11:00:00","HICP (YoY)","","","1.7%","1"
"Poland","20120119 13:00:00","Industrial Output (YoY)","","","8.7%","1"
"Poland","20120119 13:00:00","Producer Price Index (YoY)","","","8.9%","1"
"United States","20120119 13:30:00","Consumer Price Index (YoY)","","3.1%","3.4%","3"
"United States","20120119 13:30:00","Consumer Price Index (MoM)","","0.1%","0.0%","2"
"United States","20120119 13:30:00","Consumer Price Index Ex Food & Energy (MoM)","","0.1%","0.2%","2"
"United States","20120119 13:30:00","Consumer Price Index Ex Food & Energy (YoY)","","2.2%","2.2%","3"
"United States","20120119 13:30:00","Housing Starts (MoM)","","0.690M","0.685M","2"
"United States","20120119 13:30:00","Building Permits (MoM)","","0.680M","0.681M","1"
"United States","20120119 13:30:00","Initial Jobless Claims","","392K","399K","1"
"United States","20120119 13:30:00","Continuing Jobless Claims","","3.590M","3.628M","1"
"Canada","20120119 13:30:00","Manufacturing Shipments (MoM)","","0.9%","-0.8%","1"
"Belgium","20120119 14:00:00","Consumer Confidence Index","","","-12","1"
"Mexico","20120119 14:00:00","Jobless Rate","","","4.97%","1"
"Mexico","20120119 14:00:00","Jobless Rate s.a","","","5.16%","1"
"United States","20120119 15:00:00","Philadelphia Fed Manufacturing Survey","","11.2","10.3","2"
"United States","20120119 15:30:00","EIA Crude Oil Stocks change","","","4.958M","1"
"Argentina","20120119 21:00:00","Primary Budget Balance (MoM)","","","426M","1"
"country","date","name","actual","consensus","previous","volatility"
"Russia","20120120 00:00:00","Gross Domestic Product Monthly (YoY)","","","5.4%","1"
"Russia","20120120 00:00:00","Industrial Output","","","3.9%","1"
"Australia","20120120 00:30:00","Export Price Index (QoQ)","","","4%","1"
"Australia","20120120 00:30:00","Import Price Index (QoQ)","","0.6%","0.0%","1"
"China","20120120 02:30:00","HSBC Manufacturing PMI","","","48.7","3"
"Japan","20120120 04:30:00","All Industry Activity Index (MoM)","","-0.6%","0.8%","2"
"Japan","20120120 05:00:00","Leading Economic Index","","","92","2"
"Japan","20120120 05:00:00","Coincident Index","","","91.4","1"
"Greece","20120120 07:00:00","Current Account (YoY)","","","€-1.503B","1"
"Germany","20120120 07:00:00","Producer Price Index (MoM)","","0.1%","0.1%","2"
"Germany","20120120 07:00:00","Producer Price Index (YoY)","","","5.2%","2"
"Hungary","20120120 08:00:00","Gross Wages (YoY)","","","6.1%","1"
"Netherlands","20120120 08:30:00","Consumer Spending Volume","","","-1.4%","1"
"Italy","20120120 09:00:00","Industiral Orders n.s.a (YoY)","","","-4.8%","1"
"Italy","20120120 09:00:00","Industiral Orders s.a (MoM)","","","-1.6%","1"
"Italy","20120120 09:00:00","Industiral Sales n.s.a. (YoY)","","","1.1%","1"
"Italy","20120120 09:00:00","Industrial Sales s.a. (MoM)","","","0.1%","1"
"United Kingdom","20120120 09:30:00","Retail Sales (YoY)","","","0.7%","2"
"United Kingdom","20120120 09:30:00","Retail Sales (MoM)","","0.6%","-0.4%","1"
"United Kingdom","20120120 09:30:00","Retail Sales ex-Fuel (MoM)","","","-0.7%","1"
"United Kingdom","20120120 09:30:00","Retail Sales ex-Fuel (YoY)","","","0.5%","2"
"India","20120120 11:30:00","FX Reserves, USD","","","$293.541B","1"
"Canada","20120120 12:00:00","Consumer Price Index (YoY)","","","2.9%","3"
"Canada","20120120 12:00:00","Bank of Canada Consumer Price Index Core (MoM)","","-0.2%","0.1%","2"
"Canada","20120120 12:00:00","Bank of Canada Consumer Price Index Core (YoY)","","","2.1%","2"
"Canada","20120120 12:00:00","Consumer Price Index (MoM)","","-0.1%","0.1%","2"
"Poland","20120120 13:00:00","Net Inflation","","","3%","1"
"Canada","20120120 13:30:00","Wholesale Sales (MoM)","","1.2%","0.9%","1"
"United States","20120120 15:00:00","Existing Home Sales Change","","","4%","2"
"United States","20120120 15:00:00","Existing Home Sales (MoM)","","4.69M","4.42M","1"
"Argentina","20120120 19:00:00","Monthly Econ Activity (MoM)","","","8.1%","1"
"country","date","name","actual","consensus","previous","volatility"
"Russia","20120123 00:00:00","Unemployment Rate","","","6.3%","1"
"Australia","20120123 00:30:00","Producer Price Index (QoQ)","0.3%","0.5%","0.6%","2"
"Australia","20120123 00:30:00","Producer Price Index (YoY)","2.9%","3.0%","2.7%","3"
"France","20120123 07:45:00","Business Climate","91","","94","1"
"Denmark","20120123 08:00:00","Consumer Confidence","-7.0","","-9.8","1"
"European Monetary Union","20120123 09:00:00","EcoFin Meeting","","","","2"
"Canada","20120123 13:30:00","Leading Indicators (MoM)","0.8%","0.6%","0.9%","2"
"European Monetary Union","20120123 15:00:00","Consumer Confidence","-20.6","-20.0","-21.3","2"
"Argentina","20120123 19:00:00","Trade Balance (MoM)","","","$684M","1"
"Australia","20120123 23:00:00","Conference Board Australia Leading Index","","","0.6%","2"
"Austria","20120123 23:00:00","Industrial Production (YoY)","","","","1"
"country","date","name","actual","consensus","previous","volatility"
"Japan","20120124 03:35:00","BoJ Monetary Policy Statement","","","","3"
"India","20120124 05:30:00","Cash Reserve Ratio","5.5%","","6.0%","1"
"India","20120124 05:30:00","Repo Rate - Reverse ","7.5%","","7.5%","1"
"Finland","20120124 07:00:00","Unemployment Rate","7.5%","","7.3%","1"
"France","20120124 07:58:00","Manufacturing PMI","48.5","49.3","48.9","1"
"France","20120124 07:58:00","Services PMI","51.7","50.5","50.3","1"
"Germany","20120124 08:28:00","Purchasing Manager Index Manufacturing","50.9","49.2","48.4","2"
"Germany","20120124 08:28:00","Purchasing Manager Index Services","54.5","52.6","52.4","2"
"European Monetary Union","20120124 08:58:00","Purchasing Manager Index Manufacturing","48.7","47.5","46.9","2"
"European Monetary Union","20120124 08:58:00","Purchasing Manager Index Services","50.5","49.1","48.8","2"
"Turkey","20120124 09:00:00","Foreign Arrivals","2.47%","","7.06%","1"
"Italy","20120124 09:00:00","Trade Balance non-EU","€1.999B","","€-1.194B","1"
"United Kingdom","20120124 09:30:00","Public Sector Net Borrowing","£10.791B","£12.200B","£15.085B","2"
"European Monetary Union","20120124 10:00:00","Industrial New Orders (YoY)","-2.7%","-2.7%","1.5%","2"
"European Monetary Union","20120124 10:00:00","Industrial New Orders s.a. (MoM)","-1.3%","-2.1%","1.5%","1"
"Brazil","20120124 11:00:00","Mid-month Inflation","0.65%","","0.56%","1"
"Brazil","20120124 12:30:00","Current Account","$-6.04B","","$-6.80B","1"
"Canada","20120124 13:30:00","Retail Sales (MoM)","0.3%","0.3%","0.9%","2"
"Canada","20120124 13:30:00","Retail Sales ex Autos (MoM)","0.3%","0.2%","0.6%","1"
"Mexico","20120124 14:00:00","1st half-month Core Inflation","0.20%","","0.35%","1"
"Mexico","20120124 14:00:00","1st half-month Inflation","0.32%","","0.51%","1"
"Belgium","20120124 14:00:00","Leading Indicator","-9.5","-10.1","-10.6","1"
"United States","20120124 15:00:00","Richmond Fed Manufacturing Index","12","7","3","1"
"Argentina","20120124 19:00:00","Industrial Output (MoM)","","","0.3","1"
"Argentina","20120124 19:00:00","Industrial Output n.s.a (YoY)","","","4%","1"
"Australia","20120124 23:30:00","Westpac Leading Index (MoM)","","","0.1%","1"
"Japan","20120124 23:50:00","Adjusted Merchandise Trade Balance","","¥-376.5B","¥-537.9B","1"
"Japan","20120124 23:50:00","Merchandise Trade Balance Total","","¥-154.9B","¥-684.7B","2"
"country","date","name","actual","consensus","previous","volatility"
"Russia","20120125 00:00:00","Gross Domestic Product Monthly (YoY)","","","5.4%","1"
"Australia","20120125 00:30:00","Consumer Price Index (YoY)","","3.3%","3.5%","3"
"Australia","20120125 00:30:00","Consumer Price Index (QoQ)","","0.2%","0.6%","2"
"New Zealand","20120125 02:00:00","Credit Card Spending s.a. (YoY)","","","3.2%","2"
"India","20120125 07:30:00","M3 Money Supply","","","15.6%","1"
"Hungary","20120125 08:00:00","Retail Sales (YoY)","","","0.6%","1"
"Netherlands","20120125 08:30:00","Business Confidence","","","-1.3","1"
"Germany","20120125 09:00:00","IFO - Business Climate","","107.8","107.2","2"
"Germany","20120125 09:00:00","IFO - Current Assessment","","116.8","116.7","2"
"Germany","20120125 09:00:00","IFO - Expectations","","99.0","98.4","2"
"Italy","20120125 09:00:00","Retail Sales n.s.a (YoY)","","","-1.5%","1"
"Italy","20120125 09:00:00","Retail Sales s.a. (MoM)","","-0.1%","0.1%","1"
"United Kingdom","20120125 09:30:00","Bank of England Minutes","","","","3"
"United Kingdom","20120125 09:30:00","BBA Mortgage Approvals","","35.3K","34.7K","2"
"United Kingdom","20120125 09:30:00","Gross Domestic Product (QoQ)","","-0.1%","0.6%","2"
"United Kingdom","20120125 09:30:00","Gross Domestic Product (YoY)","","0.8%","0.5%","2"
"United Kingdom","20120125 09:30:00","Index of Services (3M/3M)","","0.4%","0.2%","1"
"United Kingdom","20120125 09:30:00","MPC vote Cut","","","","3"
"United Kingdom","20120125 09:30:00","MPC Vote Hike","","","","3"
"United Kingdom","20120125 09:30:00","MPC Vote Unchanged","","","","1"
"United Kingdom","20120125 11:00:00","CBI Industrial Trends Survey - Orders (MoM)","","-18%","-23%","1"
"United States","20120125 12:00:00","MBA Mortgage Applications","","","23.1%","1"
"Turkey","20120125 12:30:00","Capacity Utilization","","","75.5%","1"
"Turkey","20120125 12:30:00","Manufacturing Confidence","","","97.2","1"
"Mexico","20120125 14:00:00","Trade Balance s/a, $","","","$0.498B","1"
"Mexico","20120125 14:00:00","Trade Balance, $","","","$-0.232B","1"
"United States","20120125 15:00:00","Housing Price Index (MoM)","","0.1%","-0.2%","1"
"United States","20120125 15:00:00","Pending Home Sales (MoM)","","-1.0%","7.3%","1"
"United States","20120125 15:30:00","EIA Crude Oil Stocks change","","","-3.438M","1"
"United States","20120125 17:30:00","Fed Interest Rate Decision","0.25%","0.25%","0.25%","3"
"United States","20120125 19:00:00","Fed's Forecasts","","","","3"
"United States","20120125 19:15:00","Fed's Press Conference","","","","3"
"Argentina","20120125 21:00:00","Primary Budget Balance (MoM)","","","426M","1"
"Korea Republic of","20120125 23:00:00","Gross Domestic Product Growth ","","","0.8%","1"
"Korea Republic of","20120125 23:00:00","Gross Domestic Product Growth (YoY)","","","3.5%","1"
"New Zealand","20120125 23:30:00","Business NZ PMI","","","45.7","2"
"Japan","20120125 23:50:00","Corporate Service Price (YoY)","","-0.1%","-0.2%","1"
"country","date","name","actual","consensus","previous","volatility"
"Russia","20120126 00:00:00","Central Bank Reserves $","","","$498B","1"
"Germany","20120126 07:00:00","Gfk Consumer Confidence Survey","","5.6","5.6","2"
"France","20120126 07:45:00","Consumer Confidence","","","80","1"
"Denmark","20120126 08:00:00","Unemployment Rate","","","4.2%","1"
"Italy","20120126 08:30:00","Consumer Confidence","","","91.6","1"
"Sweden","20120126 08:30:00","Producer Price Index (MoM)","","","0.8%","1"
"Sweden","20120126 08:30:00","Producer Price Index (YoY)","","","0.3%","1"
"Sweden","20120126 08:30:00","Trade Balance (MoM)","","","","1"
"Sweden","20120126 08:30:00","Unemployment Rate","","","6.7%","1"
"South Africa","20120126 09:30:00","Producer Price Index (MoM)","","","0.2%","1"
"South Africa","20120126 09:30:00","Producer Price Index (YoY)","","","10.1%","1"
"Italy","20120126 10:00:00","Wage Inflation (MoM)","","","0%","1"
"Italy","20120126 10:00:00","Wage Inflation (YoY)","","","1.5%","1"
"United Kingdom","20120126 11:00:00","CBI Distributive Trades Survey - Realized (MoM)","","12%","9%","1"
"Brazil","20120126 11:00:00","Unemployment Rate","","","5.2%","1"
"United States","20120126 13:30:00","Continuing Jobless Claims","","3.500M","3.432M","1"
"United States","20120126 13:30:00","Durable Goods Orders","","2.0%","3.7%","3"
"United States","20120126 13:30:00","Durable Goods Orders ex Transportation","","1.0%","0.3%","2"
"United States","20120126 13:30:00","Initial Jobless Claims","","374K","352K","1"
"Mexico","20120126 14:00:00","Retail Sales (MoM)","","","-0.1%","1"
"Mexico","20120126 14:00:00","Retail Sales (YoY)","","","3%","1"
"United States","20120126 15:00:00","Leading Indicators (MoM)","","0.7%","0.5%","2"
"United States","20120126 15:00:00","New Home Sales","","0.320M","0.315M","2"
"United States","20120126 15:00:00","New Home Sales (MoM)","","1.6%","1.6%","1"
"Korea Republic of","20120126 21:00:00","BOK Manufacturing BSI","","","","1"
"Korea Republic of","20120126 21:00:00","Consumer Sentiment Index","","","99","1"
"New Zealand","20120126 21:45:00","Trade Balance","","-47M","-308M","2"
"Japan","20120126 23:30:00","National Consumer Price Index (YoY)","","-0.2%","-0.5%","2"
"Japan","20120126 23:30:00","National CPI Ex Food, Energy (YoY)","","-1.1%","-0.1%","2"
"Japan","20120126 23:30:00","National CPI Ex-Fresh Food (YoY)","","-0.1%","-0.2%","2"
"Japan","20120126 23:30:00","Tokyo Consumer Price Index (YoY)","","-0.4%","-0.4%","1"
"Japan","20120126 23:30:00","Tokyo CPI ex Food, Energy (YoY)","","-1.0%","-1.1%","1"
"Japan","20120126 23:30:00","Tokyo CPI ex Fresh Food (YoY)","","-0.3%","-0.3%","1"
"Japan","20120126 23:50:00","BoJ Monetary Policy Meeting Minutes","","","","3"
"Japan","20120126 23:50:00","Retail Trade (YoY)","","2.3%","-2.3%","2"
"Japan","20120126 23:50:00","Large Retailer's Sales","","-0.5%","-2.5%","2"
"Japan","20120126 23:50:00","Retail Trade s.a (MoM)","","0.4%","2.5%","1"
"Russia","20120127 00:00:00","Industrial Output","","","3.9%","1"
"Finland","20120127 07:00:00","Consumer Confidence","","","0.4","1"
"Finland","20120127 07:00:00","Industrial Confidence","","","-10","1"
"Spain","20120127 08:00:00","Retail Sales (YoY)","","","€-7.2","1"
"Spain","20120127 08:00:00","Unemployment Survey","","","21.5","1"
"Iceland","20120127 09:00:00","Consumer Price Index (MoM)","","","0.4%","1"
"Iceland","20120127 09:00:00","Consumer Price Index (YoY)","","","5.3%","1"
"European Monetary Union","20120127 09:00:00","M3 Money Supply (3m)","","2.1%","2.5%","1"
"European Monetary Union","20120127 09:00:00","M3 Money Supply (YoY)","","2.3%","2.0%","1"
"Poland","20120127 09:00:00","Retail Sales (YoY)","","","12.6%","1"
"Poland","20120127 09:00:00","Unemployment (MoM)","","","12.1%","1"
"Greece","20120127 10:00:00","Producer Price Index (YoY)","","","","1"
"Switzerland","20120127 10:30:00","KOF Leading Indicator","","-0.07","0.01","2"
"Ireland","20120127 11:00:00","Retail Sales (MoM)","","","-0.8%","1"
"Ireland","20120127 11:00:00","Retail Sales (YoY)","","","-3.9%","1"
"India","20120127 11:30:00","Bank Loan Growth","","","15.9%","1"
"India","20120127 11:30:00","FX Reserves, USD","","","$292.525B","1"
"United States","20120127 13:30:00","Gross Domestic Product Annualized","","3.0%","1.8%","2"
"United States","20120127 13:30:00","Gross Domestic Purchases Price Index","","2.0%","2.6%","2"
"United States","20120127 13:30:00","Real Personal Consumption Expenditures (QoQ)","","2.3%","1.7%","2"
"United States","20120127 14:55:00","Reuters/Michigan Consumer Sentiment Index","","73.9","69.9","2"
"country","date","name","actual","consensus","previous","volatility"
"Korea Republic of","20120129 23:00:00","Current Account Balance","","","4.97B","1"
"Germany","20120130 00:00:00","Consumer Price Index (YoY)","","2.0%","2.1%","3"
"Germany","20120130 00:00:00","Consumer Price Index (MoM)","","-0.5%","0.7%","2"
"Germany","20120130 07:00:00","Retail Sales (MoM)","","0.9%","-0.9%","2"
"Germany","20120130 07:00:00","Retail Sales (YoY)","","","0.8%","2"
